date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-04-07,NB-BAT-BAT-035,3,1725.72,575.24,0
2025-04-07,NB-BAT-BAT-036,2,13722.54,6861.27,0
2025-04-07,NB-BAT-DIS-037,6,20989.2,3498.2,1
2025-04-07,NB-BAT-DIS-038,11,45536.48,4139.68,1
2025-04-07,NB-BAT-ROB-039,10,53452.5,5345.25,0
2025-04-07,NB-BAT-ROB-040,3,25220.91,8406.97,0
2025-04-08,NB-HOM-VAS-001,12,44000.52,3666.71,1
2025-04-08,NB-HOM-VAS-002,3,11772.3,3924.1,0
2025-04-08,NB-HOM-VAS-003,4,13943.6,3485.9,0
2025-04-08,NB-HOM-WAL-004,14,58030.0,4145.0,0
2025-04-08,NB-HOM-WAL-005,7,49551.18,7078.74,0
2025-04-08,NB-HOM-WAL-006,6,8220.96,1370.16,1
2025-04-08,NB-HOM-CAN-007,8,33138.56,4142.32,0
2025-04-08,NB-HOM-CAN-008,6,24402.96,4067.16,0
2025-04-08,NB-HOM-CAN-009,3,13211.07,4403.69,0
2025-04-08,NB-HOM-CUS-010,12,49804.32,4150.36,0
2025-04-08,NB-HOM-CUS-011,19,120200.27,6326.33,1
2025-04-08,NB-HOM-CUS-012,7,7351.47,1050.21,1
2025-04-08,NB-BED-BED-013,6,25748.52,4291.42,0
2025-04-08,NB-BED-BED-014,3,4121.37,1373.79,0
2025-04-08,NB-BED-BED-015,4,23045.8,5761.45,0
2025-04-08,NB-BED-DUV-016,4,3894.24,973.56,0
2025-04-08,NB-BED-DUV-017,2,4222.18,2111.09,0
2025-04-08,NB-BED-DUV-018,3,6336.0,2112.0,0
2025-04-08,NB-BED-PIL-019,6,37253.4,6208.9,1
2025-04-08,NB-BED-PIL-020,7,36441.72,5205.96,0
2025-04-08,NB-BED-PIL-021,10,74772.2,7477.22,0
2025-04-08,NB-BED-BLA-022,4,23878.08,5969.52,0
2025-04-08,NB-BED-BLA-023,0,0.0,2242.99,0
2025-04-08,NB-BED-BLA-024,4,5482.68,1370.67,0
2025-04-08,NB-KIT-DIN-025,14,31595.06,2256.79,1
2025-04-08,NB-KIT-DIN-026,3,21301.44,7100.48,0
2025-04-08,NB-KIT-GLA-027,7,45906.56,6558.08,0
2025-04-08,NB-KIT-GLA-028,2,16892.06,8446.03,0
2025-04-08,NB-KIT-CUT-029,3,6665.28,2221.76,0
2025-04-08,NB-KIT-CUT-030,5,29073.95,5814.79,0
2025-04-08,NB-KIT-TAB-031,6,37124.94,6187.49,0
2025-04-08,NB-KIT-TAB-032,5,36160.05,7232.01,1
2025-04-08,NB-BAT-TOW-033,11,43536.24,3957.84,1
2025-04-08,NB-BAT-TOW-034,10,6594.1,659.41,1
2025-04-08,NB-BAT-BAT-035,5,2876.2,575.24,0
2025-04-08,NB-BAT-BAT-036,2,13722.54,6861.27,0
2025-04-08,NB-BAT-DIS-037,0,0.0,4436.43,0
2025-04-08,NB-BAT-DIS-038,21,84359.52,4017.12,1
2025-04-08,NB-BAT-ROB-039,4,21381.0,5345.25,0
2025-04-08,NB-BAT-ROB-040,3,25220.91,8406.97,0
2025-04-09,NB-HOM-VAS-001,1,5166.89,5166.89,0
2025-04-09,NB-HOM-VAS-002,7,20718.6,2959.8,1
2025-04-09,NB-HOM-VAS-003,15,44157.6,2943.84,1
2025-04-09,NB-HOM-WAL-004,7,29015.0,4145.0,0
2025-04-09,NB-HOM-WAL-005,3,21236.22,7078.74,0
2025-04-09,NB-HOM-WAL-006,4,6122.24,1530.56,0
2025-04-09,NB-HOM-CAN-007,4,16569.28,4142.32,0
2025-04-09,NB-HOM-CAN-008,1,4067.16,4067.16,0
2025-04-09,NB-HOM-CAN-009,1,4403.69,4403.69,0
2025-04-09,NB-HOM-CUS-010,4,16601.44,4150.36,0
2025-04-09,NB-HOM-CUS-011,5,36786.9,7357.38,0
2025-04-09,NB-HOM-CUS-012,2,2527.34,1263.67,0
2025-04-09,NB-BED-BED-013,2,8582.84,4291.42,0
2025-04-09,NB-BED-BED-014,6,8242.74,1373.79,0
2025-04-09,NB-BED-BED-015,6,34568.7,5761.45,0
2025-04-09,NB-BED-DUV-016,7,6814.92,973.56,0
2025-04-09,NB-BED-DUV-017,5,10555.45,2111.09,0
2025-04-09,NB-BED-DUV-018,3,6336.0,2112.0,0
2025-04-09,NB-BED-PIL-019,5,37763.3,7552.66,0
2025-04-09,NB-BED-PIL-020,4,20823.84,5205.96,0
2025-04-09,NB-BED-PIL-021,2,14954.44,7477.22,0
2025-04-09,NB-BED-BLA-022,2,11939.04,5969.52,0
2025-04-09,NB-BED-BLA-023,3,6728.97,2242.99,0
2025-04-09,NB-BED-BLA-024,8,10965.36,1370.67,0
2025-04-09,NB-KIT-DIN-025,7,20953.8,2993.4,0
2025-04-09,NB-KIT-DIN-026,2,14200.96,7100.48,0
2025-04-09,NB-KIT-GLA-027,6,39348.48,6558.08,0
2025-04-09,NB-KIT-GLA-028,0,0.0,8446.03,0
2025-04-09,NB-KIT-CUT-029,7,15552.32,2221.76,0
2025-04-09,NB-KIT-CUT-030,6,26027.64,4337.94,1
2025-04-09,NB-KIT-TAB-031,4,24749.96,6187.49,0
2025-04-09,NB-KIT-TAB-032,3,26774.04,8924.68,0
2025-04-09,NB-BAT-TOW-033,2,10475.12,5237.56,0
2025-04-09,NB-BAT-TOW-034,5,4122.2,824.44,1
2025-04-09,NB-BAT-BAT-035,1,575.24,575.24,0
2025-04-09,NB-BAT-BAT-036,12,82335.24,6861.27,0
2025-04-09,NB-BAT-DIS-037,3,13309.29,4436.43,0
2025-04-09,NB-BAT-DIS-038,3,15215.07,5071.69,0
2025-04-09,NB-BAT-ROB-039,8,42762.0,5345.25,0
2025-04-09,NB-BAT-ROB-040,11,92476.67,8406.97,0
2025-04-10,NB-HOM-VAS-001,12,62002.68,5166.89,0
2025-04-10,NB-HOM-VAS-002,3,11772.3,3924.1,0
2025-04-10,NB-HOM-VAS-003,4,13943.6,3485.9,0
2025-04-10,NB-HOM-WAL-004,8,33160.0,4145.0,0
2025-04-10,NB-HOM-WAL-005,8,56629.92,7078.74,0
2025-04-10,NB-HOM-WAL-006,7,10713.92,1530.56,0
2025-04-10,NB-HOM-CAN-007,5,20711.6,4142.32,0
2025-04-10,NB-HOM-CAN-008,3,12201.48,4067.16,0
2025-04-10,NB-HOM-CAN-009,1,4403.69,4403.69,0
2025-04-10,NB-HOM-CUS-010,2,8300.72,4150.36,0
2025-04-10,NB-HOM-CUS-011,3,22072.14,7357.38,0
2025-04-10,NB-HOM-CUS-012,6,6715.02,1119.17,1
2025-04-10,NB-BED-BED-013,3,12874.26,4291.42,0
2025-04-10,NB-BED-BED-014,2,2747.58,1373.79,0
2025-04-10,NB-BED-BED-015,5,28807.25,5761.45,0
2025-04-10,NB-BED-DUV-016,10,6930.6,693.06,1
2025-04-10,NB-BED-DUV-017,0,0.0,2111.09,0
2025-04-10,NB-BED-DUV-018,11,23232.0,2112.0,0
2025-04-10,NB-BED-PIL-019,3,22657.98,7552.66,0
2025-04-10,NB-BED-PIL-020,10,52059.6,5205.96,0
2025-04-10,NB-BED-PIL-021,8,59817.76,7477.22,0
2025-04-10,NB-BED-BLA-022,4,23878.08,5969.52,0
2025-04-10,NB-BED-BLA-023,1,2242.99,2242.99,0
2025-04-10,NB-BED-BLA-024,1,1370.67,1370.67,0
2025-04-10,NB-KIT-DIN-025,3,8980.2,2993.4,0
2025-04-10,NB-KIT-DIN-026,0,0.0,7100.48,0
2025-04-10,NB-KIT-GLA-027,11,72138.88,6558.08,0
2025-04-10,NB-KIT-GLA-028,12,101352.36,8446.03,0
2025-04-10,NB-KIT-CUT-029,8,14530.64,1816.33,1
2025-04-10,NB-KIT-CUT-030,7,40703.53,5814.79,0
2025-04-10,NB-KIT-TAB-031,9,55687.41,6187.49,0
2025-04-10,NB-KIT-TAB-032,9,80322.12,8924.68,0
2025-04-10,NB-BAT-TOW-033,0,0.0,5237.56,0
2025-04-10,NB-BAT-TOW-034,6,5613.12,935.52,0
2025-04-10,NB-BAT-BAT-035,2,1150.48,575.24,0
2025-04-10,NB-BAT-BAT-036,3,20583.81,6861.27,0
2025-04-10,NB-BAT-DIS-037,2,8872.86,4436.43,0
2025-04-10,NB-BAT-DIS-038,10,50716.9,5071.69,0
2025-04-10,NB-BAT-ROB-039,3,12809.94,4269.98,1
2025-04-10,NB-BAT-ROB-040,6,50441.82,8406.97,0
2025-04-11,NB-HOM-VAS-001,9,46502.01,5166.89,0
2025-04-11,NB-HOM-VAS-002,2,7848.2,3924.1,0
2025-04-11,NB-HOM-VAS-003,3,10457.7,3485.9,0
2025-04-11,NB-HOM-WAL-004,7,29015.0,4145.0,0
2025-04-11,NB-HOM-WAL-005,7,49551.18,7078.74,0
2025-04-11,NB-HOM-WAL-006,4,6122.24,1530.56,0
2025-04-11,NB-HOM-CAN-007,4,16569.28,4142.32,0
2025-04-11,NB-HOM-CAN-008,7,28470.12,4067.16,0
2025-04-11,NB-HOM-CAN-009,6,26422.14,4403.69,0
2025-04-11,NB-HOM-CUS-010,3,12451.08,4150.36,0
2025-04-11,NB-HOM-CUS-011,2,14714.76,7357.38,0
2025-04-11,NB-HOM-CUS-012,6,7582.02,1263.67,0
2025-04-11,NB-BED-BED-013,15,51976.2,3465.08,1
2025-04-11,NB-BED-BED-014,5,6868.95,1373.79,0
2025-04-11,NB-BED-BED-015,5,22699.2,4539.84,1
2025-04-11,NB-BED-DUV-016,3,2920.68,973.56,0
2025-04-11,NB-BED-DUV-017,5,10555.45,2111.09,0
2025-04-11,NB-BED-DUV-018,5,8231.85,1646.37,1
2025-04-11,NB-BED-PIL-019,7,52868.62,7552.66,0
2025-04-11,NB-BED-PIL-020,4,20823.84,5205.96,0
2025-04-11,NB-BED-PIL-021,0,0.0,7477.22,0
2025-04-11,NB-BED-BLA-022,7,41786.64,5969.52,0
2025-04-11,NB-BED-BLA-023,8,17943.92,2242.99,0
2025-04-11,NB-BED-BLA-024,4,5482.68,1370.67,0
2025-04-11,NB-KIT-DIN-025,3,8980.2,2993.4,0
2025-04-11,NB-KIT-DIN-026,15,90798.15,6053.21,1
2025-04-11,NB-KIT-GLA-027,4,26232.32,6558.08,0
2025-04-11,NB-KIT-GLA-028,3,25338.09,8446.03,0
2025-04-11,NB-KIT-CUT-029,6,13330.56,2221.76,0
2025-04-11,NB-KIT-CUT-030,16,80752.32,5047.02,1
2025-04-11,NB-KIT-TAB-031,2,10848.58,5424.29,1
2025-04-11,NB-KIT-TAB-032,4,35698.72,8924.68,0
2025-04-11,NB-BAT-TOW-033,3,15712.68,5237.56,0
2025-04-11,NB-BAT-TOW-034,13,9987.51,768.27,1
2025-04-11,NB-BAT-BAT-035,4,2300.96,575.24,0
2025-04-11,NB-BAT-BAT-036,4,27445.08,6861.27,0
2025-04-11,NB-BAT-DIS-037,15,66546.45,4436.43,0
2025-04-11,NB-BAT-DIS-038,4,20286.76,5071.69,0
2025-04-11,NB-BAT-ROB-039,11,58797.75,5345.25,0
2025-04-11,NB-BAT-ROB-040,12,100883.64,8406.97,0
2025-04-12,NB-HOM-VAS-001,1,5166.89,5166.89,0
2025-04-12,NB-HOM-VAS-002,0,0.0,3924.1,0
2025-04-12,NB-HOM-VAS-003,4,13943.6,3485.9,0
2025-04-12,NB-HOM-WAL-004,3,12435.0,4145.0,0
2025-04-12,NB-HOM-WAL-005,12,62985.0,5248.75,1
2025-04-12,NB-HOM-WAL-006,2,3061.12,1530.56,0
2025-04-12,NB-HOM-CAN-007,7,28996.24,4142.32,0
2025-04-12,NB-HOM-CAN-008,14,50690.5,3620.75,1
2025-04-12,NB-HOM-CAN-009,8,35229.52,4403.69,0
2025-04-12,NB-HOM-CUS-010,4,16601.44,4150.36,0
2025-04-12,NB-HOM-CUS-011,8,58859.04,7357.38,0
2025-04-12,NB-HOM-CUS-012,14,17691.38,1263.67,0
2025-04-12,NB-BED-BED-013,4,17165.68,4291.42,0
2025-04-12,NB-BED-BED-014,1,1373.79,1373.79,0
2025-04-12,NB-BED-BED-015,2,11522.9,5761.45,0
2025-04-12,NB-BED-DUV-016,7,6814.92,973.56,0
2025-04-12,NB-BED-DUV-017,9,18999.81,2111.09,0
2025-04-12,NB-BED-DUV-018,8,16896.0,2112.0,0
2025-04-12,NB-BED-PIL-019,14,105737.24,7552.66,0
2025-04-12,NB-BED-PIL-020,9,46853.64,5205.96,0
2025-04-12,NB-BED-PIL-021,2,14954.44,7477.22,0
2025-04-12,NB-BED-BLA-022,1,5969.52,5969.52,0
2025-04-12,NB-BED-BLA-023,0,0.0,2242.99,0
2025-04-12,NB-BED-BLA-024,4,5482.68,1370.67,0
2025-04-12,NB-KIT-DIN-025,10,29934.0,2993.4,0
2025-04-12,NB-KIT-DIN-026,3,21301.44,7100.48,0
2025-04-12,NB-KIT-GLA-027,19,98175.85,5167.15,1
2025-04-12,NB-KIT-GLA-028,1,8446.03,8446.03,0
2025-04-12,NB-KIT-CUT-029,3,6665.28,2221.76,0
2025-04-12,NB-KIT-CUT-030,12,61185.72,5098.81,1
2025-04-12,NB-KIT-TAB-031,6,37124.94,6187.49,0
2025-04-12,NB-KIT-TAB-032,5,44623.4,8924.68,0
2025-04-12,NB-BAT-TOW-033,8,41900.48,5237.56,0
2025-04-12,NB-BAT-TOW-034,7,6548.64,935.52,0
2025-04-12,NB-BAT-BAT-035,6,3451.44,575.24,0
2025-04-12,NB-BAT-BAT-036,10,68612.7,6861.27,0
2025-04-12,NB-BAT-DIS-037,11,48800.73,4436.43,0
2025-04-12,NB-BAT-DIS-038,7,35501.83,5071.69,0
2025-04-12,NB-BAT-ROB-039,4,21381.0,5345.25,0
2025-04-12,NB-BAT-ROB-040,4,33627.88,8406.97,0
2025-04-13,NB-HOM-VAS-001,4,20667.56,5166.89,0
2025-04-13,NB-HOM-VAS-002,1,3924.1,3924.1,0
2025-04-13,NB-HOM-VAS-003,5,17429.5,3485.9,0
2025-04-13,NB-HOM-WAL-004,4,16580.0,4145.0,0
2025-04-13,NB-HOM-WAL-005,7,49551.18,7078.74,0
2025-04-13,NB-HOM-WAL-006,15,22958.4,1530.56,0
2025-04-13,NB-HOM-CAN-007,5,20711.6,4142.32,0
2025-04-13,NB-HOM-CAN-008,7,28470.12,4067.16,0
2025-04-13,NB-HOM-CAN-009,9,39633.21,4403.69,0
2025-04-13,NB-HOM-CUS-010,3,12451.08,4150.36,0
2025-04-13,NB-HOM-CUS-011,6,44144.28,7357.38,0
2025-04-13,NB-HOM-CUS-012,9,11373.03,1263.67,0
2025-04-13,NB-BED-BED-013,11,47205.62,4291.42,0
2025-04-13,NB-BED-BED-014,0,0.0,1373.79,0
2025-04-13,NB-BED-BED-015,9,51853.05,5761.45,0
2025-04-13,NB-BED-DUV-016,13,12656.28,973.56,0
2025-04-13,NB-BED-DUV-017,13,27444.17,2111.09,0
2025-04-13,NB-BED-DUV-018,22,38170.0,1735.0,1
2025-04-13,NB-BED-PIL-019,3,22657.98,7552.66,0
2025-04-13,NB-BED-PIL-020,8,41647.68,5205.96,0
2025-04-13,NB-BED-PIL-021,8,59817.76,7477.22,0
2025-04-13,NB-BED-BLA-022,5,29847.6,5969.52,0
2025-04-13,NB-BED-BLA-023,4,8971.96,2242.99,0
2025-04-13,NB-BED-BLA-024,6,8224.02,1370.67,0
2025-04-13,NB-KIT-DIN-025,3,8980.2,2993.4,0
2025-04-13,NB-KIT-DIN-026,3,21301.44,7100.48,0
2025-04-13,NB-KIT-GLA-027,3,19674.24,6558.08,0
2025-04-13,NB-KIT-GLA-028,9,76014.27,8446.03,0
2025-04-13,NB-KIT-CUT-029,19,30167.25,1587.75,1
2025-04-13,NB-KIT-CUT-030,3,17444.37,5814.79,0
2025-04-13,NB-KIT-TAB-031,9,46159.56,5128.84,1
2025-04-13,NB-KIT-TAB-032,10,89246.8,8924.68,0
2025-04-13,NB-BAT-TOW-033,3,15712.68,5237.56,0
2025-04-13,NB-BAT-TOW-034,5,4677.6,935.52,0
2025-04-13,NB-BAT-BAT-035,13,7478.12,575.24,0
2025-04-13,NB-BAT-BAT-036,8,54890.16,6861.27,0
2025-04-13,NB-BAT-DIS-037,10,44364.3,4436.43,0
2025-04-13,NB-BAT-DIS-038,8,29362.4,3670.3,1
2025-04-13,NB-BAT-ROB-039,2,10690.5,5345.25,0
2025-04-13,NB-BAT-ROB-040,6,50441.82,8406.97,0
2025-04-14,NB-HOM-VAS-001,2,10333.78,5166.89,0
2025-04-14,NB-HOM-VAS-002,3,11772.3,3924.1,0
2025-04-14,NB-HOM-VAS-003,10,34859.0,3485.9,0
2025-04-14,NB-HOM-WAL-004,6,24870.0,4145.0,0
2025-04-14,NB-HOM-WAL-005,3,21236.22,7078.74,0
2025-04-14,NB-HOM-WAL-006,7,10713.92,1530.56,0
2025-04-14,NB-HOM-CAN-007,3,12426.96,4142.32,0
2025-04-14,NB-HOM-CAN-008,9,36604.44,4067.16,0
2025-04-14,NB-HOM-CAN-009,6,26422.14,4403.69,0
2025-04-14,NB-HOM-CUS-010,3,12451.08,4150.36,0
2025-04-14,NB-HOM-CUS-011,3,22072.14,7357.38,0
2025-04-14,NB-HOM-CUS-012,7,8845.69,1263.67,0
2025-04-14,NB-BED-BED-013,3,12874.26,4291.42,0
2025-04-14,NB-BED-BED-014,4,3881.96,970.49,1
2025-04-14,NB-BED-BED-015,14,64246.42,4589.03,1
2025-04-14,NB-BED-DUV-016,1,773.76,773.76,1
2025-04-14,NB-BED-DUV-017,7,14777.63,2111.09,0
2025-04-14,NB-BED-DUV-018,6,12672.0,2112.0,0
2025-04-14,NB-BED-PIL-019,1,7552.66,7552.66,0
2025-04-14,NB-BED-PIL-020,6,31235.76,5205.96,0
2025-04-14,NB-BED-PIL-021,5,37386.1,7477.22,0
2025-04-14,NB-BED-BLA-022,11,57215.29,5201.39,1
2025-04-14,NB-BED-BLA-023,1,2242.99,2242.99,0
2025-04-14,NB-BED-BLA-024,3,4112.01,1370.67,0
2025-04-14,NB-KIT-DIN-025,1,2993.4,2993.4,0
2025-04-14,NB-KIT-DIN-026,10,61528.7,6152.87,1
2025-04-14,NB-KIT-GLA-027,6,39348.48,6558.08,0
2025-04-14,NB-KIT-GLA-028,10,84460.3,8446.03,0
2025-04-14,NB-KIT-CUT-029,3,6665.28,2221.76,0
2025-04-14,NB-KIT-CUT-030,9,52333.11,5814.79,0
2025-04-14,NB-KIT-TAB-031,3,18562.47,6187.49,0
2025-04-14,NB-KIT-TAB-032,9,80322.12,8924.68,0
2025-04-14,NB-BAT-TOW-033,2,10475.12,5237.56,0
2025-04-14,NB-BAT-TOW-034,1,935.52,935.52,0
2025-04-14,NB-BAT-BAT-035,7,4026.68,575.24,0
2025-04-14,NB-BAT-BAT-036,5,34306.35,6861.27,0
2025-04-14,NB-BAT-DIS-037,6,26618.58,4436.43,0
2025-04-14,NB-BAT-DIS-038,8,40573.52,5071.69,0
2025-04-14,NB-BAT-ROB-039,14,55865.6,3990.4,1
2025-04-14,NB-BAT-ROB-040,2,16813.94,8406.97,0
2025-04-15,NB-HOM-VAS-001,8,41335.12,5166.89,0
2025-04-15,NB-HOM-VAS-002,10,39241.0,3924.1,0
2025-04-15,NB-HOM-VAS-003,12,37021.2,3085.1,1
2025-04-15,NB-HOM-WAL-004,2,8290.0,4145.0,0
2025-04-15,NB-HOM-WAL-005,6,42472.44,7078.74,0
2025-04-15,NB-HOM-WAL-006,7,8140.09,1162.87,1
2025-04-15,NB-HOM-CAN-007,8,33138.56,4142.32,0
2025-04-15,NB-HOM-CAN-008,4,16268.64,4067.16,0
2025-04-15,NB-HOM-CAN-009,3,13211.07,4403.69,0
2025-04-15,NB-HOM-CUS-010,0,0.0,4150.36,0
2025-04-15,NB-HOM-CUS-011,2,14714.76,7357.38,0
2025-04-15,NB-HOM-CUS-012,0,0.0,1263.67,0
2025-04-15,NB-BED-BED-013,4,17165.68,4291.42,0
2025-04-15,NB-BED-BED-014,6,8242.74,1373.79,0
2025-04-15,NB-BED-BED-015,3,17284.35,5761.45,0
2025-04-15,NB-BED-DUV-016,7,6814.92,973.56,0
2025-04-15,NB-BED-DUV-017,2,4222.18,2111.09,0
2025-04-15,NB-BED-DUV-018,10,21120.0,2112.0,0
2025-04-15,NB-BED-PIL-019,0,0.0,7552.66,0
2025-04-15,NB-BED-PIL-020,7,36441.72,5205.96,0
2025-04-15,NB-BED-PIL-021,2,14954.44,7477.22,0
2025-04-15,NB-BED-BLA-022,5,29847.6,5969.52,0
2025-04-15,NB-BED-BLA-023,0,0.0,2242.99,0
2025-04-15,NB-BED-BLA-024,1,1370.67,1370.67,0
2025-04-15,NB-KIT-DIN-025,2,5986.8,2993.4,0
2025-04-15,NB-KIT-DIN-026,6,42602.88,7100.48,0
2025-04-15,NB-KIT-GLA-027,4,26232.32,6558.08,0
2025-04-15,NB-KIT-GLA-028,2,16892.06,8446.03,0
2025-04-15,NB-KIT-CUT-029,7,15552.32,2221.76,0
2025-04-15,NB-KIT-CUT-030,7,40703.53,5814.79,0
2025-04-15,NB-KIT-TAB-031,2,12374.98,6187.49,0
2025-04-15,NB-KIT-TAB-032,4,35698.72,8924.68,0
2025-04-15,NB-BAT-TOW-033,5,26187.8,5237.56,0
2025-04-15,NB-BAT-TOW-034,5,4677.6,935.52,0
2025-04-15,NB-BAT-BAT-035,10,5752.4,575.24,0
2025-04-15,NB-BAT-BAT-036,8,40848.48,5106.06,1
2025-04-15,NB-BAT-DIS-037,6,26618.58,4436.43,0
2025-04-15,NB-BAT-DIS-038,1,5071.69,5071.69,0
2025-04-15,NB-BAT-ROB-039,5,26726.25,5345.25,0
2025-04-15,NB-BAT-ROB-040,6,50441.82,8406.97,0
2025-04-16,NB-HOM-VAS-001,5,25834.45,5166.89,0
2025-04-16,NB-HOM-VAS-002,15,43266.45,2884.43,1
2025-04-16,NB-HOM-VAS-003,0,0.0,3485.9,0
2025-04-16,NB-HOM-WAL-004,7,29015.0,4145.0,0
2025-04-16,NB-HOM-WAL-005,6,42472.44,7078.74,0
2025-04-16,NB-HOM-WAL-006,1,1530.56,1530.56,0
2025-04-16,NB-HOM-CAN-007,5,20711.6,4142.32,0
2025-04-16,NB-HOM-CAN-008,7,28470.12,4067.16,0
2025-04-16,NB-HOM-CAN-009,3,13211.07,4403.69,0
2025-04-16,NB-HOM-CUS-010,2,7294.88,3647.44,1
2025-04-16,NB-HOM-CUS-011,3,22072.14,7357.38,0
2025-04-16,NB-HOM-CUS-012,7,8845.69,1263.67,0
2025-04-16,NB-BED-BED-013,2,8582.84,4291.42,0
2025-04-16,NB-BED-BED-014,4,5495.16,1373.79,0
2025-04-16,NB-BED-BED-015,6,34568.7,5761.45,0
2025-04-16,NB-BED-DUV-016,2,1947.12,973.56,0
2025-04-16,NB-BED-DUV-017,1,2111.09,2111.09,0
2025-04-16,NB-BED-DUV-018,5,10560.0,2112.0,0
2025-04-16,NB-BED-PIL-019,5,37763.3,7552.66,0
2025-04-16,NB-BED-PIL-020,4,20823.84,5205.96,0
2025-04-16,NB-BED-PIL-021,12,80519.52,6709.96,1
2025-04-16,NB-BED-BLA-022,4,18483.0,4620.75,1
2025-04-16,NB-BED-BLA-023,2,4485.98,2242.99,0
2025-04-16,NB-BED-BLA-024,2,2741.34,1370.67,0
2025-04-16,NB-KIT-DIN-025,0,0.0,2993.4,0
2025-04-16,NB-KIT-DIN-026,13,81038.75,6233.75,1
2025-04-16,NB-KIT-GLA-027,0,0.0,6558.08,0
2025-04-16,NB-KIT-GLA-028,4,33784.12,8446.03,0
2025-04-16,NB-KIT-CUT-029,10,22217.6,2221.76,0
2025-04-16,NB-KIT-CUT-030,5,29073.95,5814.79,0
2025-04-16,NB-KIT-TAB-031,5,24957.55,4991.51,1
2025-04-16,NB-KIT-TAB-032,4,35698.72,8924.68,0
2025-04-16,NB-BAT-TOW-033,2,8976.66,4488.33,1
2025-04-16,NB-BAT-TOW-034,12,11226.24,935.52,0
2025-04-16,NB-BAT-BAT-035,3,1725.72,575.24,0
2025-04-16,NB-BAT-BAT-036,0,0.0,6861.27,0
2025-04-16,NB-BAT-DIS-037,3,13309.29,4436.43,0
2025-04-16,NB-BAT-DIS-038,1,5071.69,5071.69,0
2025-04-16,NB-BAT-ROB-039,6,32071.5,5345.25,0
2025-04-16,NB-BAT-ROB-040,10,84069.7,8406.97,0
2025-04-17,NB-HOM-VAS-001,2,10333.78,5166.89,0
2025-04-17,NB-HOM-VAS-002,6,23544.6,3924.1,0
2025-04-17,NB-HOM-VAS-003,5,17429.5,3485.9,0
2025-04-17,NB-HOM-WAL-004,4,16580.0,4145.0,0
2025-04-17,NB-HOM-WAL-005,2,14157.48,7078.74,0
2025-04-17,NB-HOM-WAL-006,4,6122.24,1530.56,0
2025-04-17,NB-HOM-CAN-007,5,20711.6,4142.32,0
2025-04-17,NB-HOM-CAN-008,4,16268.64,4067.16,0
2025-04-17,NB-HOM-CAN-009,12,44249.4,3687.45,1
2025-04-17,NB-HOM-CUS-010,5,20751.8,4150.36,0
2025-04-17,NB-HOM-CUS-011,2,14714.76,7357.38,0
2025-04-17,NB-HOM-CUS-012,5,6318.35,1263.67,0
2025-04-17,NB-BED-BED-013,15,45830.55,3055.37,1
2025-04-17,NB-BED-BED-014,5,6868.95,1373.79,0
2025-04-17,NB-BED-BED-015,4,23045.8,5761.45,0
2025-04-17,NB-BED-DUV-016,11,10709.16,973.56,0
2025-04-17,NB-BED-DUV-017,3,6333.27,2111.09,0
2025-04-17,NB-BED-DUV-018,2,4224.0,2112.0,0
2025-04-17,NB-BED-PIL-019,11,61206.97,5564.27,1
2025-04-17,NB-BED-PIL-020,7,32222.33,4603.19,1
2025-04-17,NB-BED-PIL-021,3,22431.66,7477.22,0
2025-04-17,NB-BED-BLA-022,3,17908.56,5969.52,0
2025-04-17,NB-BED-BLA-023,4,8971.96,2242.99,0
2025-04-17,NB-BED-BLA-024,5,6853.35,1370.67,0
2025-04-17,NB-KIT-DIN-025,6,17960.4,2993.4,0
2025-04-17,NB-KIT-DIN-026,3,21301.44,7100.48,0
2025-04-17,NB-KIT-GLA-027,6,39348.48,6558.08,0
2025-04-17,NB-KIT-GLA-028,3,25338.09,8446.03,0
2025-04-17,NB-KIT-CUT-029,3,6665.28,2221.76,0
2025-04-17,NB-KIT-CUT-030,7,40703.53,5814.79,0
2025-04-17,NB-KIT-TAB-031,6,37124.94,6187.49,0
2025-04-17,NB-KIT-TAB-032,0,0.0,8924.68,0
2025-04-17,NB-BAT-TOW-033,6,31425.36,5237.56,0
2025-04-17,NB-BAT-TOW-034,5,4677.6,935.52,0
2025-04-17,NB-BAT-BAT-035,3,1725.72,575.24,0
2025-04-17,NB-BAT-BAT-036,6,41167.62,6861.27,0
2025-04-17,NB-BAT-DIS-037,1,4436.43,4436.43,0
2025-04-17,NB-BAT-DIS-038,4,20286.76,5071.69,0
2025-04-17,NB-BAT-ROB-039,7,37416.75,5345.25,0
2025-04-17,NB-BAT-ROB-040,1,8406.97,8406.97,0
2025-04-18,NB-HOM-VAS-001,1,5166.89,5166.89,0
2025-04-18,NB-HOM-VAS-002,4,15696.4,3924.1,0
2025-04-18,NB-HOM-VAS-003,9,31373.1,3485.9,0
2025-04-18,NB-HOM-WAL-004,10,41450.0,4145.0,0
2025-04-18,NB-HOM-WAL-005,2,14157.48,7078.74,0
2025-04-18,NB-HOM-WAL-006,2,3061.12,1530.56,0
2025-04-18,NB-HOM-CAN-007,6,24853.92,4142.32,0
2025-04-18,NB-HOM-CAN-008,7,28470.12,4067.16,0
2025-04-18,NB-HOM-CAN-009,4,17614.76,4403.69,0
2025-04-18,NB-HOM-CUS-010,7,29052.52,4150.36,0
